,GEO.display-label,HC03_VC30,HC03_VC31
3025,"Morgan County, West Virginia",11.1,0.3
3026,"Nicholas County, West Virginia",11.5,0.2
3027,"Ohio County, West Virginia",8.8,2.0
3028,"Pendleton County, West Virginia",17.7,0.2
3029,"Pleasants County, West Virginia",12.1,0.3
3030,"Pocahontas County, West Virginia",19.6,0.0
3031,"Preston County, West Virginia",15.4,0.4
3032,"Putnam County, West Virginia",6.4,0.1
3033,"Raleigh County, West Virginia",7.9,0.2
3034,"Randolph County, West Virginia",10.5,0.3
3035,"Ritchie County, West Virginia",9.7,1.1
3036,"Roane County, West Virginia",10.4,1.1
3037,"Summers County, West Virginia",15.8,0.0
3038,"Taylor County, West Virginia",12.6,0.1
3039,"Tucker County, West Virginia",14.5,0.2
3040,"Tyler County, West Virginia",11.5,0.0
3041,"Upshur County, West Virginia",9.1,0.1
3042,"Wayne County, West Virginia",9.3,0.4
3043,"Webster County, West Virginia",14.6,0.0
3044,"Wetzel County, West Virginia",13.0,0.0
3045,"Wirt County, West Virginia",14.7,0.0
3046,"Wood County, West Virginia",11.7,0.7
3047,"Wyoming County, West Virginia",8.0,0.2
3048,"Adams County, Wisconsin",12.3,0.1
3049,"Ashland County, Wisconsin",11.1,1.0
3050,"Barron County, Wisconsin",9.5,0.1
3051,"Bayfield County, Wisconsin",10.9,0.4
3052,"Brown County, Wisconsin",7.3,1.0
3053,"Buffalo County, Wisconsin",12.9,0.3
3054,"Burnett County, Wisconsin",11.6,0.2
3055,"Calumet County, Wisconsin",8.3,0.3
3056,"Chippewa County, Wisconsin",9.1,0.5
3057,"Clark County, Wisconsin",8.8,0.0
3058,"Columbia County, Wisconsin",9.7,0.2
3059,"Crawford County, Wisconsin",9.3,0.5
3060,"Dane County, Wisconsin",9.7,4.7
3061,"Dodge County, Wisconsin",9.8,0.3
3062,"Door County, Wisconsin",10.9,0.2
3063,"Douglas County, Wisconsin",9.5,0.5
3064,"Dunn County, Wisconsin",9.4,0.1
3065,"Eau Claire County, Wisconsin",8.3,0.9
3066,"Florence County, Wisconsin",10.5,0.0
3067,"Fond du Lac County, Wisconsin",9.7,0.4
3068,"Forest County, Wisconsin",11.7,0.3
3069,"Grant County, Wisconsin",10.3,0.2
3070,"Green County, Wisconsin",9.2,0.4
3071,"Green Lake County, Wisconsin",11.4,0.4
3072,"Iowa County, Wisconsin",11.3,0.3
3073,"Iron County, Wisconsin",9.4,0.0
3074,"Jackson County, Wisconsin",10.3,0.0
3075,"Jefferson County, Wisconsin",10.9,0.2
3076,"Juneau County, Wisconsin",11.2,0.1
3077,"Kenosha County, Wisconsin",9.5,1.4
3078,"Kewaunee County, Wisconsin",8.3,0.3
3079,"La Crosse County, Wisconsin",9.1,1.0
3080,"Lafayette County, Wisconsin",12.1,0.3
3081,"Langlade County, Wisconsin",8.6,0.2
3082,"Lincoln County, Wisconsin",12.4,0.8
3083,"Manitowoc County, Wisconsin",7.3,0.5
3084,"Marathon County, Wisconsin",9.4,0.6
3085,"Marinette County, Wisconsin",8.4,0.6
3086,"Marquette County, Wisconsin",13.9,0.0
3087,"Menominee County, Wisconsin",13.6,1.0
3088,"Milwaukee County, Wisconsin",10.6,5.8
3089,"Monroe County, Wisconsin",10.1,0.3
3090,"Oconto County, Wisconsin",10.7,0.2
3091,"Oneida County, Wisconsin",8.5,0.1
3092,"Outagamie County, Wisconsin",7.0,0.8
3093,"Ozaukee County, Wisconsin",6.7,0.4
3094,"Pepin County, Wisconsin",10.1,0.0
3095,"Pierce County, Wisconsin",11.2,0.5
3096,"Polk County, Wisconsin",12.2,0.2
3097,"Portage County, Wisconsin",9.3,0.4
3098,"Price County, Wisconsin",12.2,0.0
3099,"Racine County, Wisconsin",8.2,1.5
3100,"Richland County, Wisconsin",10.8,0.7
3101,"Rock County, Wisconsin",10.1,0.7
3102,"Rusk County, Wisconsin",10.2,0.5
3103,"St. Croix County, Wisconsin",10.4,0.2
3104,"Sauk County, Wisconsin",10.2,0.1
3105,"Sawyer County, Wisconsin",12.3,0.4
3106,"Shawano County, Wisconsin",10.9,0.2
3107,"Sheboygan County, Wisconsin",9.2,0.5
3108,"Taylor County, Wisconsin",12.1,0.6
3109,"Trempealeau County, Wisconsin",12.7,0.3
3110,"Vernon County, Wisconsin",9.7,0.2
3111,"Vilas County, Wisconsin",10.0,0.1
3112,"Walworth County, Wisconsin",9.3,0.6
3113,"Washburn County, Wisconsin",8.9,0.2
3114,"Washington County, Wisconsin",8.0,0.5
3115,"Waukesha County, Wisconsin",6.8,0.8
3116,"Waupaca County, Wisconsin",9.3,0.7
3117,"Waushara County, Wisconsin",12.2,0.0
3118,"Winnebago County, Wisconsin",8.3,0.7
3119,"Wood County, Wisconsin",9.1,0.4
3120,"Albany County, Wyoming",9.6,1.6
3121,"Big Horn County, Wyoming",10.2,0.0
3122,"Campbell County, Wyoming",12.9,2.8
3123,"Carbon County, Wyoming",10.7,0.4
3124,"Converse County, Wyoming",20.4,6.5
3125,"Crook County, Wyoming",10.9,0.8
3126,"Fremont County, Wyoming",15.5,0.6
3127,"Goshen County, Wyoming",11.9,0.0
3128,"Hot Springs County, Wyoming",14.4,0.0
3129,"Johnson County, Wyoming",9.9,0.0
3130,"Laramie County, Wyoming",9.3,0.7
3131,"Lincoln County, Wyoming",18.6,2.4
3132,"Natrona County, Wyoming",11.7,0.6
3133,"Niobrara County, Wyoming",14.6,0.0
3134,"Park County, Wyoming",11.4,0.0
3135,"Platte County, Wyoming",8.2,0.4
3136,"Sheridan County, Wyoming",11.6,0.0
3137,"Sublette County, Wyoming",17.1,0.0
3138,"Sweetwater County, Wyoming",17.0,3.0
3139,"Teton County, Wyoming",6.4,1.9
3140,"Uinta County, Wyoming",16.3,3.7
3141,"Washakie County, Wyoming",11.4,0.1
3142,"Weston County, Wyoming",14.8,6.2
