,GEO.display-label,HC03_VC30,HC03_VC31,HC03_VC32
2066,"Fairfield County, Ohio",0.3,1.5,1.1
2067,"Fayette County, Ohio",0.5,2.0,1.0
2068,"Franklin County, Ohio",2.6,2.5,1.5
2069,"Fulton County, Ohio",0.1,1.5,1.4
2070,"Gallia County, Ohio",0.1,3.1,1.1
2071,"Geauga County, Ohio",0.3,1.9,1.9
2072,"Greene County, Ohio",0.4,3.3,0.9
2073,"Guernsey County, Ohio",0.4,1.5,0.4
2074,"Hamilton County, Ohio",3.7,2.9,1.0
2075,"Hancock County, Ohio",0.3,2.5,1.1
2076,"Hardin County, Ohio",0.3,2.8,1.3
2077,"Harrison County, Ohio",0.1,3.8,0.7
2078,"Henry County, Ohio",0.3,1.4,1.3
2079,"Highland County, Ohio",0.8,1.8,0.8
2080,"Hocking County, Ohio",0.3,1.8,1.0
2081,"Holmes County, Ohio",0.3,6.9,10.5
2082,"Huron County, Ohio",0.8,3.3,1.6
2083,"Jackson County, Ohio",0.3,2.4,0.9
2084,"Jefferson County, Ohio",0.4,4.2,0.9
2085,"Knox County, Ohio",0.3,4.9,1.4
2086,"Lake County, Ohio",0.9,1.5,0.6
2087,"Lawrence County, Ohio",0.4,1.0,1.2
2088,"Licking County, Ohio",0.3,2.6,1.0
2089,"Logan County, Ohio",0.3,1.4,1.2
2090,"Lorain County, Ohio",0.6,2.3,1.8
2091,"Lucas County, Ohio",1.6,2.2,1.0
2092,"Madison County, Ohio",0.2,1.2,1.1
2093,"Mahoning County, Ohio",1.2,1.5,1.2
2094,"Marion County, Ohio",0.7,1.4,1.4
2095,"Medina County, Ohio",0.6,1.4,0.9
2096,"Meigs County, Ohio",0.1,2.3,0.9
2097,"Mercer County, Ohio",0.4,1.4,1.3
2098,"Miami County, Ohio",0.4,1.4,0.8
2099,"Monroe County, Ohio",1.6,2.8,0.3
2100,"Montgomery County, Ohio",2.3,2.4,1.2
2101,"Morgan County, Ohio",0.8,2.8,1.6
2102,"Morrow County, Ohio",0.5,1.0,0.7
2103,"Muskingum County, Ohio",0.3,2.1,0.5
2104,"Noble County, Ohio",0.0,2.3,0.4
2105,"Ottawa County, Ohio",1.1,0.9,1.1
2106,"Paulding County, Ohio",0.6,2.4,0.5
2107,"Perry County, Ohio",0.7,1.9,0.6
2108,"Pickaway County, Ohio",0.1,1.4,0.6
2109,"Pike County, Ohio",0.4,0.7,0.7
2110,"Portage County, Ohio",0.7,2.7,0.9
2111,"Preble County, Ohio",0.4,2.0,1.5
2112,"Putnam County, Ohio",0.7,1.3,0.8
2113,"Richland County, Ohio",0.9,2.0,0.7
2114,"Ross County, Ohio",0.7,1.6,1.1
2115,"Sandusky County, Ohio",0.6,2.6,0.8
2116,"Scioto County, Ohio",0.3,3.1,1.0
2117,"Seneca County, Ohio",0.3,3.9,1.2
2118,"Shelby County, Ohio",0.2,1.7,0.8
2119,"Stark County, Ohio",1.2,1.6,0.6
2120,"Summit County, Ohio",1.9,1.4,0.5
2121,"Trumbull County, Ohio",0.4,1.1,1.0
2122,"Tuscarawas County, Ohio",0.3,2.0,1.6
2123,"Union County, Ohio",0.2,0.9,0.6
2124,"Van Wert County, Ohio",0.1,2.2,1.6
2125,"Vinton County, Ohio",0.0,0.9,0.3
2126,"Warren County, Ohio",0.6,0.8,0.5
2127,"Washington County, Ohio",0.2,2.8,0.8
2128,"Wayne County, Ohio",0.2,5.0,2.0
2129,"Williams County, Ohio",0.1,1.7,1.6
2130,"Wood County, Ohio",0.3,4.2,1.7
2131,"Wyandot County, Ohio",0.5,2.0,1.5
2132,"Adair County, Oklahoma",0.1,2.4,0.6
2133,"Alfalfa County, Oklahoma",0.2,3.7,2.0
2134,"Atoka County, Oklahoma",0.1,2.9,1.2
2135,"Beaver County, Oklahoma",0.6,2.7,0.8
2136,"Beckham County, Oklahoma",0.1,1.1,0.7
2137,"Blaine County, Oklahoma",0.1,1.6,1.1
2138,"Bryan County, Oklahoma",0.5,2.1,2.2
2139,"Caddo County, Oklahoma",0.6,2.2,1.0
2140,"Canadian County, Oklahoma",0.2,0.6,1.3
2141,"Carter County, Oklahoma",0.6,1.5,0.8
2142,"Cherokee County, Oklahoma",0.8,2.5,0.6
2143,"Choctaw County, Oklahoma",1.1,1.9,2.0
2144,"Cimarron County, Oklahoma",0.0,3.2,2.9
2145,"Cleveland County, Oklahoma",0.5,1.7,1.9
2146,"Coal County, Oklahoma",0.4,2.1,0.4
2147,"Comanche County, Oklahoma",0.7,3.5,2.1
2148,"Cotton County, Oklahoma",0.1,1.8,0.9
2149,"Craig County, Oklahoma",0.3,1.7,2.4
2150,"Creek County, Oklahoma",0.2,1.0,0.5
2151,"Custer County, Oklahoma",0.2,2.6,0.4
2152,"Delaware County, Oklahoma",0.1,2.8,1.7
2153,"Dewey County, Oklahoma",0.1,4.0,1.0
2154,"Ellis County, Oklahoma",0.4,2.9,0.6
2155,"Garfield County, Oklahoma",0.2,1.6,1.1
2156,"Garvin County, Oklahoma",0.2,0.6,1.3
2157,"Grady County, Oklahoma",0.2,1.5,1.2
2158,"Grant County, Oklahoma",0.0,3.7,1.1
2159,"Greer County, Oklahoma",0.0,2.4,1.8
2160,"Harmon County, Oklahoma",0.0,1.4,0.6
2161,"Harper County, Oklahoma",0.1,3.4,1.3
2162,"Haskell County, Oklahoma",0.0,3.5,0.6
2163,"Hughes County, Oklahoma",0.7,2.1,1.0
2164,"Jackson County, Oklahoma",0.2,2.3,1.2
2165,"Jefferson County, Oklahoma",0.3,2.9,0.5
2166,"Johnston County, Oklahoma",0.4,2.5,0.6
2167,"Kay County, Oklahoma",0.3,3.0,1.6
2168,"Kingfisher County, Oklahoma",0.0,1.2,0.9
2169,"Kiowa County, Oklahoma",1.1,0.7,1.2
2170,"Latimer County, Oklahoma",0.3,3.7,1.9
2171,"Le Flore County, Oklahoma",0.2,2.0,1.8
2172,"Lincoln County, Oklahoma",0.1,1.8,0.9
2173,"Logan County, Oklahoma",0.6,2.5,1.2
2174,"Love County, Oklahoma",0.6,1.9,1.7
2175,"McClain County, Oklahoma",0.0,0.9,1.1
2176,"McCurtain County, Oklahoma",0.5,1.5,1.7
2177,"McIntosh County, Oklahoma",0.8,1.7,0.6
2178,"Major County, Oklahoma",0.0,2.2,2.9
2179,"Marshall County, Oklahoma",1.4,1.1,1.8
2180,"Mayes County, Oklahoma",0.1,0.8,0.9
2181,"Murray County, Oklahoma",0.2,2.7,0.1
2182,"Muskogee County, Oklahoma",0.3,1.8,1.9
2183,"Noble County, Oklahoma",0.6,2.4,0.6
2184,"Nowata County, Oklahoma",0.2,1.0,0.8
2185,"Okfuskee County, Oklahoma",0.4,2.6,2.7
2186,"Oklahoma County, Oklahoma",0.5,1.7,1.1
2187,"Okmulgee County, Oklahoma",0.2,3.4,1.1
2188,"Osage County, Oklahoma",0.3,1.4,1.0
2189,"Ottawa County, Oklahoma",0.2,1.8,1.2
2190,"Pawnee County, Oklahoma",0.3,3.1,2.0
2191,"Payne County, Oklahoma",1.3,4.8,2.8
2192,"Pittsburg County, Oklahoma",0.4,1.1,0.8
2193,"Pontotoc County, Oklahoma",0.5,2.4,1.0
2194,"Pottawatomie County, Oklahoma",0.2,2.0,2.5
2195,"Pushmataha County, Oklahoma",0.2,2.0,0.4
2196,"Roger Mills County, Oklahoma",0.1,3.7,0.6
2197,"Rogers County, Oklahoma",0.1,0.8,1.4
2198,"Seminole County, Oklahoma",0.1,1.9,1.4
2199,"Sequoyah County, Oklahoma",0.4,0.9,1.3
2200,"Stephens County, Oklahoma",0.6,1.9,2.4
2201,"Texas County, Oklahoma",0.0,2.6,1.0
2202,"Tillman County, Oklahoma",0.3,2.7,1.3
2203,"Tulsa County, Oklahoma",0.7,1.3,1.5
2204,"Wagoner County, Oklahoma",0.1,0.7,1.0
2205,"Washington County, Oklahoma",0.4,2.3,1.4
2206,"Washita County, Oklahoma",0.1,1.7,0.4
2207,"Woods County, Oklahoma",0.0,4.1,0.9
2208,"Woodward County, Oklahoma",0.9,0.6,1.8
2209,"Baker County, Oregon",0.2,5.9,3.1
2210,"Benton County, Oregon",2.1,7.1,9.4
2211,"Clackamas County, Oregon",2.9,2.0,1.5
2212,"Clatsop County, Oregon",1.0,7.1,3.1
2213,"Columbia County, Oregon",0.8,2.5,0.8
2214,"Coos County, Oregon",0.9,4.7,1.7
2215,"Crook County, Oregon",0.0,3.8,1.4
2216,"Curry County, Oregon",0.0,7.7,1.6
2217,"Deschutes County, Oregon",0.5,2.7,3.2
2218,"Douglas County, Oregon",0.2,2.9,2.2
2219,"Gilliam County, Oregon",0.7,10.1,2.2
2220,"Grant County, Oregon",0.8,5.5,1.4
2221,"Harney County, Oregon",0.4,7.2,2.0
2222,"Hood River County, Oregon",0.1,7.3,3.7
2223,"Jackson County, Oregon",1.5,3.4,2.7
2224,"Jefferson County, Oregon",0.3,4.0,3.0
2225,"Josephine County, Oregon",0.3,2.0,2.4
2226,"Klamath County, Oregon",0.3,4.0,2.1
2227,"Lake County, Oregon",0.0,7.2,1.8
2228,"Lane County, Oregon",3.2,5.0,5.3
2229,"Lincoln County, Oregon",2.2,4.8,1.4
2230,"Linn County, Oregon",0.5,2.6,2.0
2231,"Malheur County, Oregon",0.2,5.6,1.6
2232,"Marion County, Oregon",1.7,3.9,2.1
2233,"Morrow County, Oregon",0.5,4.1,1.0
2234,"Multnomah County, Oregon",11.2,5.3,6.6
2235,"Polk County, Oregon",0.5,3.3,2.2
2236,"Sherman County, Oregon",0.6,5.4,1.4
2237,"Tillamook County, Oregon",0.7,4.8,2.4
2238,"Umatilla County, Oregon",0.4,4.2,1.2
2239,"Union County, Oregon",0.9,8.1,2.9
2240,"Wallowa County, Oregon",0.2,8.4,3.9
2241,"Wasco County, Oregon",1.5,4.5,1.6
2242,"Washington County, Oregon",6.3,2.7,1.9
2243,"Wheeler County, Oregon",1.1,14.3,2.4
2244,"Yamhill County, Oregon",0.7,6.1,1.7
2245,"Adams County, Pennsylvania",0.4,4.0,1.1
2246,"Allegheny County, Pennsylvania",9.1,4.2,1.5
2247,"Armstrong County, Pennsylvania",0.7,3.2,1.1
2248,"Beaver County, Pennsylvania",1.4,2.8,0.7
2249,"Bedford County, Pennsylvania",0.2,2.5,1.6
2250,"Berks County, Pennsylvania",1.7,3.3,1.5
2251,"Blair County, Pennsylvania",0.5,3.6,1.4
2252,"Bradford County, Pennsylvania",0.3,5.6,1.1
2253,"Bucks County, Pennsylvania",3.2,1.8,0.8
2254,"Butler County, Pennsylvania",0.7,2.5,0.7
2255,"Cambria County, Pennsylvania",1.2,2.8,1.6
2256,"Cameron County, Pennsylvania",0.0,6.5,1.0
2257,"Carbon County, Pennsylvania",0.4,3.0,2.6
2258,"Centre County, Pennsylvania",4.5,9.9,3.0
2259,"Chester County, Pennsylvania",2.8,3.3,0.9
2260,"Clarion County, Pennsylvania",0.2,4.8,1.2
2261,"Clearfield County, Pennsylvania",0.2,2.8,1.0
2262,"Clinton County, Pennsylvania",0.3,4.2,1.0
2263,"Columbia County, Pennsylvania",0.5,4.9,0.7
2264,"Crawford County, Pennsylvania",0.3,5.3,1.4
2265,"Cumberland County, Pennsylvania",0.7,3.9,1.0
2266,"Dauphin County, Pennsylvania",2.2,3.3,1.1
2267,"Delaware County, Pennsylvania",10.4,3.8,1.0
2268,"Elk County, Pennsylvania",0.7,2.9,0.4
2269,"Erie County, Pennsylvania",1.7,4.3,1.2
2270,"Fayette County, Pennsylvania",0.5,2.1,1.2
2271,"Forest County, Pennsylvania",0.0,8.7,0.5
2272,"Franklin County, Pennsylvania",0.3,2.4,0.9
2273,"Fulton County, Pennsylvania",0.2,2.8,0.5
2274,"Greene County, Pennsylvania",0.1,3.0,0.9
2275,"Huntingdon County, Pennsylvania",0.3,6.0,1.0
2276,"Indiana County, Pennsylvania",0.6,5.3,1.9
2277,"Jefferson County, Pennsylvania",0.4,4.1,0.9
2278,"Juniata County, Pennsylvania",0.2,3.4,0.9
2279,"Lackawanna County, Pennsylvania",1.2,3.9,0.9
2280,"Lancaster County, Pennsylvania",1.3,3.6,1.9
2281,"Lawrence County, Pennsylvania",1.2,2.4,1.0
2282,"Lebanon County, Pennsylvania",0.6,4.1,1.2
2283,"Lehigh County, Pennsylvania",2.1,2.6,0.9
2284,"Luzerne County, Pennsylvania",1.2,3.1,0.9
2285,"Lycoming County, Pennsylvania",1.7,3.5,1.3
2286,"McKean County, Pennsylvania",0.4,3.9,1.3
2287,"Mercer County, Pennsylvania",0.3,3.5,1.0
2288,"Mifflin County, Pennsylvania",0.2,4.1,1.8
2289,"Monroe County, Pennsylvania",4.3,2.2,0.7
2290,"Montgomery County, Pennsylvania",5.2,2.7,0.8
2291,"Montour County, Pennsylvania",1.0,4.7,0.7
2292,"Northampton County, Pennsylvania",1.7,2.5,1.2
2293,"Northumberland County, Pennsylvania",0.3,2.6,1.3
2294,"Perry County, Pennsylvania",0.4,2.2,0.8
2295,"Philadelphia County, Pennsylvania",26.2,8.5,3.3
2296,"Pike County, Pennsylvania",2.9,3.4,0.7
2297,"Potter County, Pennsylvania",0.1,4.7,1.1
2298,"Schuylkill County, Pennsylvania",0.6,3.6,0.7
2299,"Snyder County, Pennsylvania",0.4,3.1,2.0
2300,"Somerset County, Pennsylvania",0.1,2.2,1.0
2301,"Sullivan County, Pennsylvania",0.5,5.2,1.4
2302,"Susquehanna County, Pennsylvania",0.2,2.3,0.7
2303,"Tioga County, Pennsylvania",0.5,5.2,1.2
2304,"Union County, Pennsylvania",0.1,4.6,2.4
2305,"Venango County, Pennsylvania",0.6,3.3,0.9
2306,"Warren County, Pennsylvania",0.4,4.5,1.8
2307,"Washington County, Pennsylvania",1.6,2.6,0.7
2308,"Wayne County, Pennsylvania",1.1,2.3,0.8
2309,"Westmoreland County, Pennsylvania",1.1,2.3,0.7
2310,"Wyoming County, Pennsylvania",0.6,2.0,0.8
2311,"York County, Pennsylvania",0.8,2.0,1.3
2312,"Bristol County, Rhode Island",2.3,4.3,0.9
2313,"Kent County, Rhode Island",1.2,1.0,0.4
2314,"Newport County, Rhode Island",1.7,6.3,2.1
2315,"Providence County, Rhode Island",4.0,4.3,1.9
2316,"Washington County, Rhode Island",1.2,2.6,0.9
2317,"Abbeville County, South Carolina",0.2,1.6,1.0
2318,"Aiken County, South Carolina",0.1,0.9,1.3
2319,"Allendale County, South Carolina",0.0,3.4,0.5
2320,"Anderson County, South Carolina",0.3,1.2,1.5
2321,"Bamberg County, South Carolina",1.3,4.0,1.1
2322,"Barnwell County, South Carolina",0.1,2.2,1.0
2323,"Beaufort County, South Carolina",0.5,2.7,2.8
2324,"Berkeley County, South Carolina",0.8,3.0,1.2
2325,"Calhoun County, South Carolina",0.4,1.5,2.6
2326,"Charleston County, South Carolina",2.0,3.2,2.5
2327,"Cherokee County, South Carolina",0.1,1.5,1.0
2328,"Chester County, South Carolina",0.4,1.7,1.9
2329,"Chesterfield County, South Carolina",0.1,1.2,2.7
2330,"Clarendon County, South Carolina",0.5,1.4,1.1
2331,"Colleton County, South Carolina",0.0,1.2,2.0
2332,"Darlington County, South Carolina",0.0,1.8,1.0
2333,"Dillon County, South Carolina",0.8,1.3,1.0
2334,"Dorchester County, South Carolina",0.6,0.9,1.2
2335,"Edgefield County, South Carolina",0.9,1.0,1.4
2336,"Fairfield County, South Carolina",0.2,1.4,0.4
2337,"Florence County, South Carolina",0.3,1.2,1.6
2338,"Georgetown County, South Carolina",0.6,1.3,2.0
2339,"Greenville County, South Carolina",0.4,1.6,1.1
2340,"Greenwood County, South Carolina",0.4,1.8,0.5
2341,"Hampton County, South Carolina",1.8,1.7,1.9
2342,"Horry County, South Carolina",0.2,1.5,1.9
2343,"Jasper County, South Carolina",0.3,2.5,1.1
2344,"Kershaw County, South Carolina",0.3,1.0,1.3
2345,"Lancaster County, South Carolina",0.1,1.0,1.4
2346,"Laurens County, South Carolina",0.4,2.2,0.7
2347,"Lee County, South Carolina",0.0,1.7,1.6
2348,"Lexington County, South Carolina",0.2,0.7,3.0
2349,"McCormick County, South Carolina",0.2,1.5,0.8
2350,"Marion County, South Carolina",0.3,0.8,0.6
2351,"Marlboro County, South Carolina",0.4,1.5,0.7
2352,"Newberry County, South Carolina",0.7,1.5,0.5
2353,"Oconee County, South Carolina",0.5,1.0,0.8
2354,"Orangeburg County, South Carolina",0.2,1.7,1.4
2355,"Pickens County, South Carolina",1.1,2.5,1.0
2356,"Richland County, South Carolina",1.1,7.6,2.3
2357,"Saluda County, South Carolina",2.0,1.8,1.7
2358,"Spartanburg County, South Carolina",0.3,1.5,0.7
2359,"Sumter County, South Carolina",0.3,2.0,1.5
2360,"Union County, South Carolina",0.2,0.8,1.1
2361,"Williamsburg County, South Carolina",1.7,1.8,1.1
2362,"York County, South Carolina",0.7,1.0,1.0
2363,"Aurora County, South Dakota",0.0,6.7,2.2
2364,"Beadle County, South Dakota",1.7,2.8,1.6
2365,"Bennett County, South Dakota",1.6,5.1,3.1
2366,"Bon Homme County, South Dakota",0.0,5.7,1.1
2367,"Brookings County, South Dakota",0.4,6.6,3.1
2368,"Brown County, South Dakota",0.3,2.8,1.7
2369,"Brule County, South Dakota",1.9,4.6,2.2
2370,"Buffalo County, South Dakota",0.0,8.5,0.8
2371,"Butte County, South Dakota",0.3,2.6,0.5
2372,"Campbell County, South Dakota",0.0,7.3,1.2
2373,"Charles Mix County, South Dakota",0.6,3.9,1.6
2374,"Clark County, South Dakota",0.0,9.4,1.2
2375,"Clay County, South Dakota",0.4,12.5,4.0
2376,"Codington County, South Dakota",0.2,1.7,1.1
2377,"Corson County, South Dakota",1.5,8.9,1.5
2378,"Custer County, South Dakota",0.8,5.4,1.7
2379,"Davison County, South Dakota",0.3,4.2,0.9
2380,"Day County, South Dakota",0.4,5.5,1.4
2381,"Deuel County, South Dakota",0.0,1.7,0.5
2382,"Dewey County, South Dakota",1.9,5.2,1.6
2383,"Douglas County, South Dakota",0.5,5.2,0.8
2384,"Edmunds County, South Dakota",0.3,6.2,1.8
2385,"Fall River County, South Dakota",0.3,5.7,1.3
2386,"Faulk County, South Dakota",0.0,10.5,0.6
2387,"Grant County, South Dakota",0.0,4.5,0.9
2388,"Gregory County, South Dakota",0.0,6.8,1.4
2389,"Haakon County, South Dakota",0.0,10.8,0.3
2390,"Hamlin County, South Dakota",0.0,7.2,1.7
2391,"Hand County, South Dakota",0.6,5.4,0.4
2392,"Hanson County, South Dakota",0.1,5.1,3.1
2393,"Harding County, South Dakota",0.0,6.5,1.2
2394,"Hughes County, South Dakota",0.4,3.4,0.7
2395,"Hutchinson County, South Dakota",0.0,10.4,2.8
2396,"Hyde County, South Dakota",1.5,10.1,2.7
2397,"Jackson County, South Dakota",1.6,14.7,0.5
2398,"Jerauld County, South Dakota",0.5,6.4,1.1
2399,"Jones County, South Dakota",0.0,11.4,1.3
2400,"Kingsbury County, South Dakota",0.2,5.4,0.6
2401,"Lake County, South Dakota",0.2,6.5,1.0
2402,"Lawrence County, South Dakota",0.5,8.0,1.7
2403,"Lincoln County, South Dakota",0.1,0.6,1.1
2404,"Lyman County, South Dakota",0.7,4.3,1.3
2405,"McCook County, South Dakota",0.3,3.5,0.5
2406,"McPherson County, South Dakota",0.0,9.6,4.1
2407,"Marshall County, South Dakota",0.0,7.6,0.6
2408,"Meade County, South Dakota",0.4,3.1,0.6
2409,"Mellette County, South Dakota",1.1,11.1,0.0
2410,"Miner County, South Dakota",0.5,6.9,1.3
2411,"Minnehaha County, South Dakota",0.9,2.2,1.7
2412,"Moody County, South Dakota",0.0,12.1,2.5
2413,"Oglala Lakota County, South Dakota",0.5,8.7,2.3
2414,"Pennington County, South Dakota",0.4,2.7,1.2
2415,"Perkins County, South Dakota",0.4,6.2,1.6
2416,"Potter County, South Dakota",0.0,4.7,0.6
2417,"Roberts County, South Dakota",0.7,6.7,1.1
2418,"Sanborn County, South Dakota",0.9,1.5,0.3
2419,"Spink County, South Dakota",0.0,5.7,1.3
2420,"Stanley County, South Dakota",0.0,1.7,1.8
2421,"Sully County, South Dakota",2.3,4.5,0.4
2422,"Todd County, South Dakota",1.0,6.0,5.0
2423,"Tripp County, South Dakota",2.5,4.5,1.3
2424,"Turner County, South Dakota",0.1,6.1,1.0
2425,"Union County, South Dakota",0.0,2.5,0.8
2426,"Walworth County, South Dakota",1.0,7.3,1.5
2427,"Yankton County, South Dakota",0.8,4.3,1.2
2428,"Ziebach County, South Dakota",0.7,6.6,1.7
2429,"Anderson County, Tennessee",0.0,1.0,0.9
2430,"Bedford County, Tennessee",0.2,1.1,0.9
2431,"Benton County, Tennessee",0.1,0.6,1.5
2432,"Bledsoe County, Tennessee",0.3,2.2,0.4
2433,"Blount County, Tennessee",0.2,0.9,1.0
2434,"Bradley County, Tennessee",0.2,2.5,1.3
2435,"Campbell County, Tennessee",0.1,0.5,0.8
2436,"Cannon County, Tennessee",0.2,1.0,0.8
2437,"Carroll County, Tennessee",0.2,1.6,2.3
2438,"Carter County, Tennessee",0.5,1.1,1.6
2439,"Cheatham County, Tennessee",0.2,0.4,0.6
2440,"Chester County, Tennessee",0.2,2.8,1.2
2441,"Claiborne County, Tennessee",0.1,0.8,1.1
2442,"Clay County, Tennessee",0.1,0.6,0.8
2443,"Cocke County, Tennessee",0.0,1.0,0.8
2444,"Coffee County, Tennessee",0.0,1.4,0.7
2445,"Crockett County, Tennessee",0.0,1.3,0.5
2446,"Cumberland County, Tennessee",0.1,1.2,0.7
2447,"Davidson County, Tennessee",2.3,2.0,1.2
2448,"Decatur County, Tennessee",0.1,1.6,1.0
2449,"DeKalb County, Tennessee",0.0,1.3,1.3
2450,"Dickson County, Tennessee",0.7,2.8,1.0
2451,"Dyer County, Tennessee",0.0,1.1,1.1
2452,"Fayette County, Tennessee",0.0,0.6,0.9
2453,"Fentress County, Tennessee",0.0,0.9,1.0
2454,"Franklin County, Tennessee",0.0,2.6,1.1
2455,"Gibson County, Tennessee",0.1,1.1,0.7
2456,"Giles County, Tennessee",0.3,2.0,0.6
2457,"Grainger County, Tennessee",0.3,0.3,0.9
2458,"Greene County, Tennessee",0.2,1.3,1.4
2459,"Grundy County, Tennessee",0.0,1.1,0.2
2460,"Hamblen County, Tennessee",0.3,0.6,3.0
2461,"Hamilton County, Tennessee",1.0,2.1,1.3
2462,"Hancock County, Tennessee",2.2,1.9,1.6
2463,"Hardeman County, Tennessee",0.1,0.6,0.3
2464,"Hardin County, Tennessee",0.2,0.7,1.6
2465,"Hawkins County, Tennessee",0.5,0.4,1.1
2466,"Haywood County, Tennessee",0.0,0.5,1.2
2467,"Henderson County, Tennessee",0.2,1.1,0.4
2468,"Henry County, Tennessee",0.1,1.1,2.1
2469,"Hickman County, Tennessee",0.4,1.6,1.9
2470,"Houston County, Tennessee",0.3,3.6,1.2
2471,"Humphreys County, Tennessee",0.0,0.5,0.8
2472,"Jackson County, Tennessee",0.0,0.9,1.1
2473,"Jefferson County, Tennessee",0.1,1.5,0.8
2474,"Johnson County, Tennessee",0.5,0.3,0.7
2475,"Knox County, Tennessee",0.8,1.4,1.0
2476,"Lake County, Tennessee",0.0,5.5,0.5
2477,"Lauderdale County, Tennessee",0.1,1.8,0.6
2478,"Lawrence County, Tennessee",0.2,0.6,1.0
2479,"Lewis County, Tennessee",1.0,0.4,3.6
2480,"Lincoln County, Tennessee",0.4,1.1,0.5
2481,"Loudon County, Tennessee",0.2,0.6,1.5
2482,"McMinn County, Tennessee",0.1,0.8,0.5
2483,"McNairy County, Tennessee",1.3,0.7,1.7
2484,"Macon County, Tennessee",0.0,0.7,0.8
2485,"Madison County, Tennessee",0.8,0.9,2.4
2486,"Marion County, Tennessee",0.0,2.1,0.5
2487,"Marshall County, Tennessee",0.2,0.8,1.6
2488,"Maury County, Tennessee",0.4,1.3,1.1
2489,"Meigs County, Tennessee",0.3,0.4,0.7
2490,"Monroe County, Tennessee",0.3,0.4,1.3
2491,"Montgomery County, Tennessee",1.0,2.2,1.8
2492,"Moore County, Tennessee",0.0,1.0,0.4
2493,"Morgan County, Tennessee",0.0,0.4,1.9
2494,"Obion County, Tennessee",0.2,1.5,1.6
2495,"Overton County, Tennessee",0.3,0.4,0.6
2496,"Perry County, Tennessee",0.7,2.6,3.1
2497,"Pickett County, Tennessee",0.0,1.0,0.0
2498,"Polk County, Tennessee",0.0,2.3,0.7
2499,"Putnam County, Tennessee",0.1,0.9,0.7
2500,"Rhea County, Tennessee",0.0,2.7,1.0
2501,"Roane County, Tennessee",0.0,0.7,0.7
2502,"Robertson County, Tennessee",0.6,1.4,2.0
2503,"Rutherford County, Tennessee",0.4,0.9,1.0
2504,"Scott County, Tennessee",0.1,0.4,2.5
2505,"Sequatchie County, Tennessee",0.4,0.9,0.6
2506,"Sevier County, Tennessee",0.7,1.5,0.5
2507,"Shelby County, Tennessee",1.5,1.3,1.5
2508,"Smith County, Tennessee",0.0,0.6,0.3
2509,"Stewart County, Tennessee",0.1,1.8,2.3
2510,"Sullivan County, Tennessee",0.2,0.6,1.1
2511,"Sumner County, Tennessee",0.5,0.9,0.8
2512,"Tipton County, Tennessee",0.4,0.7,0.5
2513,"Trousdale County, Tennessee",0.1,0.8,0.0
2514,"Unicoi County, Tennessee",1.3,1.1,3.0
2515,"Union County, Tennessee",0.0,0.7,0.3
2516,"Van Buren County, Tennessee",0.2,0.7,1.7
2517,"Warren County, Tennessee",0.0,1.4,1.1
2518,"Washington County, Tennessee",0.3,1.1,2.1
2519,"Wayne County, Tennessee",0.0,0.1,3.9
2520,"Weakley County, Tennessee",0.1,3.7,1.1
2521,"White County, Tennessee",0.0,0.7,0.9
2522,"Williamson County, Tennessee",0.3,0.9,1.1
2523,"Wilson County, Tennessee",0.9,0.6,0.6
2524,"Anderson County, Texas",0.2,1.4,0.7
2525,"Andrews County, Texas",0.0,0.1,1.2
2526,"Angelina County, Texas",0.1,1.4,1.5
2527,"Aransas County, Texas",0.0,2.9,0.9
2528,"Archer County, Texas",0.0,0.8,0.7
2529,"Armstrong County, Texas",0.0,1.8,1.6
2530,"Atascosa County, Texas",0.1,1.4,0.3
2531,"Austin County, Texas",0.1,0.9,1.5
2532,"Bailey County, Texas",0.0,3.3,7.7
2533,"Bandera County, Texas",0.3,2.2,0.3
2534,"Bastrop County, Texas",0.3,1.6,1.0
2535,"Baylor County, Texas",0.0,0.5,1.2
2536,"Bee County, Texas",0.0,2.4,1.5
2537,"Bell County, Texas",0.3,2.1,1.6
2538,"Bexar County, Texas",2.8,1.8,1.2
2539,"Blanco County, Texas",0.0,3.1,1.0
2540,"Borden County, Texas",0.0,0.7,0.7
2541,"Bosque County, Texas",0.2,3.1,0.8
2542,"Bowie County, Texas",0.5,1.0,1.7
2543,"Brazoria County, Texas",0.2,0.8,1.2
2544,"Brazos County, Texas",2.7,3.6,2.6
2545,"Brewster County, Texas",0.0,3.9,3.9
2546,"Briscoe County, Texas",0.0,6.2,1.1
2547,"Brooks County, Texas",0.1,2.0,0.1
2548,"Brown County, Texas",0.4,0.7,0.5
2549,"Burleson County, Texas",0.1,0.8,0.6
2550,"Burnet County, Texas",0.1,2.0,1.1
2551,"Caldwell County, Texas",0.2,2.7,2.3
2552,"Calhoun County, Texas",0.8,0.8,1.4
2553,"Callahan County, Texas",0.3,2.4,0.3
2554,"Cameron County, Texas",0.7,1.6,1.8
2555,"Camp County, Texas",1.0,0.2,0.3
2556,"Carson County, Texas",0.2,0.7,0.0
2557,"Cass County, Texas",0.3,1.2,2.3
2558,"Castro County, Texas",0.6,2.2,1.2
2559,"Chambers County, Texas",0.0,0.7,2.2
2560,"Cherokee County, Texas",0.0,1.9,1.1
2561,"Childress County, Texas",0.0,1.3,0.0
2562,"Clay County, Texas",0.0,1.8,1.1
